 ,Label,Area,Mean,StdDev,Min,Max,Perim.
347,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:06884-01527,17.643,4.847,1.847,2.000,9.833,16.215
348,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07058-03798,16.413,3.074,0.429,2.231,4.091,14.934
349,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07642-01157,24.208,4.306,0.824,3.000,7.375,18.182
350,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07823-04210,0.821,3.229,0.147,3.125,3.333,3.843
351,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07902-02401,9.027,3.244,0.518,2.250,4.143,10.560
352,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08147-05918,7.386,3.025,0.546,2.083,3.889,10.715
353,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08780-03153,8.617,4.092,0.623,3.000,5.286,10.340
354,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08913-08236,11.899,3.789,0.596,2.364,5.000,12.527
355,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09262-05940,0.410,2.333,0.000,2.333,2.333,2.562
356,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09430-04933,89.448,5.365,2.344,2.333,12.462,36.739
357,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09713-02991,11.078,3.189,0.547,2.300,4.500,12.527
358,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09859-04350,16.823,4.404,0.791,3.182,6.125,14.559
359,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09907-07481,19.285,4.855,1.243,2.545,7.875,15.464
360,slice0012_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05576-05573,40086231.959,1.064,0.114,0.000,12.462,28567.547
361,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:03216-01275,1.641,2.931,0.160,2.800,3.125,5.435
362,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04594-01626,17.643,3.813,0.812,2.545,5.727,15.464
363,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05452-08547,17.643,4.594,0.889,3.091,6.889,15.620
364,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05515-01585,0.410,1.917,0.000,1.917,1.917,2.562
365,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05713-02696,32.004,3.368,0.513,2.077,5.000,21.430
366,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05971-04512,3.693,2.556,0.508,1.917,3.556,9.434
367,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:06883-01527,14.771,4.588,1.004,2.067,6.833,13.653
368,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07058-03799,17.643,3.579,0.544,2.636,4.625,15.995
369,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07642-01157,22.978,4.368,0.923,2.545,6.200,17.651
370,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:07901-02402,9.027,3.004,0.390,2.300,3.714,10.715
371,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08146-05918,5.334,2.903,0.387,2.273,3.778,9.434
372,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08779-03153,6.565,3.734,0.498,2.818,4.750,9.434
373,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:08913-08235,9.848,3.732,0.571,2.700,4.889,11.090
374,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09429-04933,88.628,5.253,2.179,2.167,11.000,34.928
375,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09712-02992,5.334,3.034,0.316,2.600,3.625,8.528
376,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09858-04350,15.592,4.239,0.560,3.100,5.556,13.808
377,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:09906-07482,18.874,4.629,1.114,2.778,7.111,15.464
378,slice0013_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05576-05573,40086231.959,1.065,0.114,0.000,13.000,28567.547
